listing_id,reviewer_id,rating
6168880,16905167,5
6168880,42008585,4
6168880,171885,4
6168880,51930851,5
6168880,26075036,4
6168880,29304592,5
6168880,63328430,4
6168880,5237051,3
6168880,73526829,4
6168880,29037841,4
6168880,114099264,4
6168880,8999616,2
6168880,561780,4
10120476,10106984,5
10120476,4948762,2
10120476,1823049,3
10120476,31620871,5
10120476,52572844,5
10120476,12883502,5
10120476,5353500,5
10120476,7356055,3
10120476,41894802,5
10120476,4370381,3
10120476,27791479,3
10120476,40554234,2
10120476,56330824,5
10120476,47960114,5
10120476,62945192,5
10120476,28582466,3
10120476,10907004,5
10120476,10001298,5
10120476,64858438,5
10120476,53836461,5
10120476,70218019,5
10120476,1149864,3
10120476,58503088,3
10120476,76645115,5
10120476,29747784,5
10120476,82868863,5
10120476,81079044,3
10120476,2949077,5
10120476,2013501,5
10120476,69503066,5
10120476,48628012,3
10120476,3483502,3
10120476,17337093,5
10120476,23009874,3
10120476,28476635,5
10120476,2146954,5
10120476,10000391,5
10120476,7626783,5
10120476,3285192,3
10120476,108760185,3
10120476,107420826,3
10120476,72811762,5
10120476,111327323,5
10120476,320965,3
10120476,77697937,5
10120476,54553513,5
10120476,27587235,5
10120476,110910184,2
10120476,92646399,5
10120476,60789783,5
10120476,12178883,3
10120476,1623882,5
10120476,114084564,5
10120476,74463605,5
10120476,82078697,5
10120476,50950625,5
10120476,60660732,5
10120476,60317399,5
10120476,59779545,5
10120476,117064247,5
10120476,74962414,5
10120476,119265273,5
10120476,4065630,3
10120476,13448172,5
10120476,6047942,5
10120476,8150348,5
10120476,53510705,3
10120476,30889875,5
10120476,112217817,5
10120476,142834652,5
16861746,99948066,4
16861746,28058067,3
16861746,24268196,2
16861746,99766619,2
16861746,5155614,5
16861746,107668136,3
16861746,54181148,3
16861746,123454371,5
16861746,56982010,2
16861746,13689540,4
16861746,52816837,4
16861746,51907139,4
16861746,125574495,5
16861746,95705651,4
16861746,85696149,2
16861746,2665168,2
7381236,39650087,2
7381236,1036108,5
7381236,30062703,4
7381236,429594,4
7381236,23231780,5
7381236,132763265,5
7381236,46807830,5
7381236,14211140,5
7381236,24473586,4
7381236,10733281,5
1332570,7333152,4
1332570,13033252,5
1332570,31199454,4
1332570,32527430,4
1332570,29136637,5
1332570,39614920,2
1332570,91290,2
1332570,18906893,2
1332570,22013350,4
1332570,14031946,4
1332570,52757989,2
1332570,27083982,5
1332570,41202852,4
1332570,1449954,5
1332570,74474728,4
1332570,22294538,2
8101823,3577663,4
8101823,20758312,2
8101823,10347537,5
8101823,46443782,2
1399448,23829812,4
1399448,21107981,2
1399448,23410306,3
1399448,21940675,3
1399448,17123983,5
1399448,16178680,4
1399448,24985290,3
1399448,23495605,2
1399448,21830798,5
1399448,1823835,5
1399448,2335327,3
1399448,24607118,4
1399448,23850896,4
1399448,23850896,4
1399448,13492809,3
1399448,9922419,3
1399448,11246103,5
1399448,15739923,3
1399448,26822050,3
1399448,5254651,5
1399448,21591523,2
1399448,6344851,4
1399448,25163118,4
1399448,2817110,4
1399448,25434936,4
1399448,29825438,4
1399448,25262148,5
1399448,1975718,5
1399448,25931450,5
1399448,24986482,4
1399448,12195547,3
1399448,24941507,4
1399448,20414483,4
1399448,31730160,3
1399448,19552393,4
1399448,32659869,4
1399448,6308961,4
1399448,26097948,4
1399448,854552,4
1399448,34753223,4
1399448,23845662,5
1399448,13205463,4
1399448,17409145,4
1399448,31182267,4
1399448,24272955,5
1399448,26583258,5
1399448,4873790,3
1399448,25759206,3
1399448,30135094,2
1399448,1164110,4
1399448,24768234,4
1399448,7239335,4
1399448,13205265,5
1399448,28119104,4
1399448,25931996,5
1399448,16879382,3
1399448,25994229,4
1399448,26941107,4
1399448,39907028,4
1399448,12184471,2
1399448,31922376,4
1399448,21657185,4
1399448,24464218,4
1399448,8898915,2
1399448,40217070,4
1399448,28592343,4
1399448,37334600,3
1399448,30452845,2
1399448,17969464,5
1399448,24168118,5
1399448,25289211,4
1399448,36156965,3
1399448,29910577,2
1399448,24464841,4
1399448,11464822,4
1399448,25596593,5
1399448,34042335,3
1399448,24800290,5
1399448,49994419,3
1399448,11650906,4
1399448,18981752,3
1399448,11713789,4
1399448,16619306,3
1399448,48810689,3
1399448,29515658,4
1399448,9510048,3
1399448,39836942,3
1399448,12900399,3
1399448,50602470,4
1399448,35517777,3
1399448,39469301,4
1399448,4055091,4
1399448,7705385,5
1399448,260386,3
1399448,29131579,3
1399448,8470363,4
1399448,17731092,4
1399448,50406175,4
1399448,22346160,4
1399448,27709877,4
1399448,4115769,4
1399448,39368941,4
1399448,3226106,5
1399448,16471451,5
1399448,53544287,4
1399448,39690488,4
1399448,4674691,5
1399448,47202139,3
1399448,52171664,4
1399448,14093996,4
1399448,31685116,4
1399448,28253095,3
1399448,12554966,4
1399448,44253617,2
1399448,6780911,3
1399448,9335680,4
1399448,36098911,3
1399448,50591045,5
1399448,61440713,5
1399448,20449469,4
1399448,75614940,4
1399448,69782149,4
1399448,59797174,3
1399448,2032550,5
1399448,37248322,5
1399448,2112066,4
1399448,67863509,5
1399448,62931336,4
1399448,12918486,3
1399448,72251606,4
1399448,31519181,3
1399448,57623219,3
1399448,2651146,4
1399448,69839073,4
1399448,96983854,3
1399448,910338,5
1399448,34107238,5
1399448,77513636,5
1399448,13267067,4
1399448,60606308,2
1399448,10702343,5
1399448,56862568,3
1399448,73136588,5
1399448,95526345,5
1399448,5347361,5
1399448,16510895,3
1399448,2933885,5
1399448,34377429,4
1399448,62202715,5
1399448,41587123,4
1399448,102623949,3
1399448,44277776,5
1399448,7631996,3
1399448,110325698,5
1399448,29855456,5
1399448,104828857,5
1399448,62326567,3
1399448,716942,4
1399448,107018799,5
1399448,691711,3
1399448,103265582,5
1399448,107597753,4
1399448,46997005,3
1399448,105845179,5
1399448,26428871,5
1399448,57476670,5
1399448,15946666,2
1399448,60668594,4
1399448,106970977,5
1399448,39941226,3
1399448,108276348,5
1399448,119856572,5
1399448,19630908,5
1399448,84881639,4
1399448,22218533,5
1399448,118025167,2
1399448,48116804,3
1399448,108560552,2
1399448,88313628,4
1399448,109021250,4
1399448,43888281,4
1399448,7051569,2
1399448,47767793,5
1399448,72031391,4
1399448,114547303,3
1399448,71254741,4
1399448,25502127,4
1399448,111285940,2
1399448,126178513,4
1399448,78142343,3
1399448,15478203,4
1399448,4359093,4
1399448,71987414,4
1399448,24271829,3
1399448,30802089,4
1399448,75617156,5
1399448,40195195,5
1399448,3854086,3
1399448,140636479,3
1399448,33318992,5
1399448,54907572,4
1399448,33247872,5
13467433,79028276,1
13467433,45381472,1
13467433,80055207,5
5826013,14018296,5
5826013,7650245,3
5826013,4474951,4
5826013,30700443,5
5826013,2723875,4
5826013,35134983,4
5826013,36438858,4
5826013,36302552,5
5826013,7990617,4
5826013,36541882,5
5826013,40083611,3
5826013,17054808,5
5826013,34540185,5
5826013,42082485,5
5826013,34272520,5
5826013,39145350,5
5826013,40207804,5
5826013,23301277,5
5826013,40926878,4
5826013,39485808,5
5826013,39485808,5
5826013,782755,5
5826013,38661124,4
5826013,16239369,5
5826013,11841392,2
5826013,44345421,5
5826013,48358698,5
5826013,37571552,3
5826013,46515176,5
5826013,48532657,5
5826013,26586551,5
5826013,5784414,5
5826013,54400045,4
5826013,30052351,3
5826013,37204227,5
5826013,52594518,5
5826013,15032143,5
5826013,33947089,4
5826013,24528522,4
5826013,60603268,5
5826013,12590754,5
5826013,13606766,5
5826013,37237510,2
5826013,64524272,5
5826013,60420523,1
5826013,69622518,1
5826013,8129945,1
5826013,28275542,5
5826013,14182797,5
5826013,70345052,4
12725523,22601014,5
12725523,72699866,4
12725523,5391551,3
12725523,15025715,5
12725523,8496527,4
12725523,5343217,3
12725523,4109798,4
12725523,64967397,5
12725523,7965476,5
12725523,84789631,4
12725523,1815836,4
12725523,6337004,4
7763869,47230712,5
7763869,46791522,5
7763869,2358876,4
7763869,47477584,5
7763869,47484059,5
7763869,50004193,5
7763869,47867235,5
7763869,47229998,5
7763869,50313982,5
7763869,2167686,5
7763869,26973444,4
7763869,58512813,5
7763869,4108038,5
7763869,58180155,5
7763869,58855618,5
7763869,63796821,5
7763869,13612752,5
7763869,60335043,5
7763869,62133994,2
7763869,24499861,5
7763869,65926252,5
7763869,44293507,4
7763869,68089804,5
7763869,38559572,5
7763869,68729714,3
7763869,66636019,5
7763869,80631886,5
7763869,42412671,5
7763869,20624567,5
7763869,7054,5
7763869,4530266,5
7763869,59484066,2
7763869,71373472,5
7763869,48586115,5
7763869,53379859,5
7763869,96379337,3
7763869,1963345,3
7763869,11715597,5
7763869,42864895,5
7763869,69969749,5
7763869,96917257,5
7763869,63052241,5
7763869,104791156,5
7763869,89528868,4
7763869,91634648,5
7763869,119280475,4
7763869,51642063,5
7763869,119613151,2
7763869,118367869,5
7763869,101565421,3
7763869,131743926,5
7763869,131243160,5
7763869,133633799,5
7763869,92866854,5
7763869,19919143,5
7763869,146828129,5
9281146,48359344,5
8552070,1025951,4
8552070,40890794,5
8552070,66049545,3
8552070,4315951,3
8552070,83450411,5
8552070,16332553,5
8552070,50335,4
8552070,54254588,4
8552070,63473278,3
8552070,4917650,3
8552070,83583798,5
19399859,139714379,4
6501082,4291837,3
6501082,8872611,5
6501082,5734839,5
6501082,4408249,5
6501082,85037945,5
6501082,36411925,4
6501082,116317863,3
38663,1628846,3
38663,4545322,1
38663,7728739,3
38663,5651124,5
38663,9637947,5
38663,6364722,5
38663,12046067,5
38663,15101168,5
38663,5892985,5
38663,25417019,5
38663,28865430,5
38663,20114474,5
38663,32215865,5
38663,42135175,5
38663,31741226,5
38663,7119726,5
38663,47228947,1
38663,6364722,5
38663,38075336,3
11960466,63954575,3
11960466,579372,3
11960466,75065734,5
11960466,1533197,3
11960466,55807946,3
11960466,32158090,4
11960466,11709906,5
11960466,68714795,5
11960466,3528916,5
11960466,28522081,5
11960466,4167748,4
11960466,117059645,3
11960466,26667418,5
13741654,1703671,5
7824945,9453948,1
7824945,22135973,5
7824945,30529934,5
7824945,19832939,4
7824945,41223117,4
7824945,43198211,5
7824945,28514338,5
7824945,15958779,4
7824945,35872952,4
7824945,20013893,3
7824945,44126174,5
7824945,40435572,1
7824945,46025999,1
7824945,40992640,5
7824945,47057459,1
7824945,9690025,1
7824945,16998405,4
7824945,18126496,4
7824945,51014509,4
7824945,48405087,3
7824945,51372290,5
7824945,53060004,5
7824945,41300839,1
7824945,9490460,3
7824945,11728525,5
7824945,20786411,5
7824945,3398589,1
7824945,2620392,5
7824945,65898466,5
7824945,70705702,3
7824945,64577200,5
7824945,43102816,5
7824945,45074802,3
7824945,4084563,4
7824945,67110684,4
7824945,74220869,5
7824945,11329468,4
7824945,15973451,5
7824945,69257421,3
7824945,50616872,4
7824945,41600318,5
7824945,5465445,4
7824945,41906665,5
7824945,810480,4
7824945,66060532,5
7824945,77841668,3
7824945,32846335,4
7824945,21770849,5
7824945,14409314,5
7824945,87948023,2
7824945,54254797,5
7824945,91306146,3
7824945,89766811,5
7824945,92962528,5
7824945,91330426,5
7824945,65031021,3
7824945,101138900,5
7824945,96823883,5
7824945,25172481,5
7824945,85568800,5
7824945,78297434,5
7824945,42248967,4
7824945,103567376,3
7824945,95309837,5
7824945,29359231,5
7824945,7866125,5
7824945,32222977,3
7824945,24974843,5
7824945,90637876,4
7824945,9903066,5
7824945,23358651,5
7824945,109738473,5
7824945,98199649,3
7824945,76170253,4
7824945,111682774,5
7824945,119191805,5
7824945,81139440,3
7824945,28695830,5
7824945,114713701,4
7824945,49789463,5
7824945,118848884,3
7824945,22249554,1
7824945,70252258,5
7824945,27316620,3
7824945,43599093,5
7824945,13157209,5
7824945,61496652,5
7824945,115965667,1
7824945,115029317,1
7824945,52041057,5
7824945,10860468,5
7824945,113127785,3
7824945,69726901,4
7824945,84944390,3
7824945,131131844,5
7824945,27432514,3
7824945,125104302,3
7824945,108474158,3
7824945,136090950,5
7824945,116887868,3
7824945,136485597,3
7824945,58135904,4
7824945,142440782,5
7824945,77142183,3
7824945,6138117,5
7824945,117880988,5
7824945,133281665,3
7824945,5994279,2
7824945,16536254,5
7824945,52804215,3
7824945,37137866,4
7824945,89410192,5
7824945,93173998,5
9414019,31134575,4
9414019,33856365,4
9414019,2048549,5
9414019,49535385,3
9414019,5231292,4
9414019,8720177,5
9414019,4417000,3
9414019,1278367,4
9414019,22839628,5
9414019,8143901,4
9414019,43612921,3
9414019,56092281,2
9414019,52934898,4
9414019,61660557,5
9414019,83128160,4
9414019,26412073,4
9414019,97143980,5
9414019,9439312,5
9414019,60517591,3
19890013,89759975,3
19890013,27014705,5
19890013,141774839,5
19890013,1009146,3
19890013,87251221,4
13293503,4333009,4
13293503,17155305,4
13293503,4130738,3
13293503,31883929,5
13293503,5263356,4
13293503,1622946,1
13293503,3780842,5
6134199,16578361,2
6134199,34322743,2
6134199,10578052,4
6134199,40339250,5
6134199,28398892,5
6134199,40263057,1
6134199,37925154,2
6134199,6185484,4
6134199,39825953,2
6134199,48234603,4
6134199,2741042,3
6134199,57726031,5
6134199,18929155,2
6134199,23496921,5
6134199,28831632,3
6134199,17445431,4
6134199,5790236,4
6134199,45940395,4
6134199,34762924,2
6134199,23753097,3
6134199,37567998,2
6134199,71994232,5
6134199,3693225,4
6134199,2822252,4
6134199,445324,3
6134199,77294682,2
6134199,3275304,3
6134199,12296927,5
6134199,80104681,5
6134199,2593626,2
6134199,75567874,2
6134199,56321424,5
6134199,10852437,5
6134199,59532614,4
6134199,44787182,5
6134199,43032581,2
6134199,43873351,4
6134199,96631581,4
6134199,4163046,4
6134199,23752046,4
6134199,70841329,4
6134199,26073723,4
6134199,94789253,2
6134199,16309482,5
6134199,4549829,3
6134199,77957325,3
6134199,23529073,2
6134199,40341915,5
6134199,84373127,3
6134199,102076623,3
6134199,22579695,3
6134199,112410033,4
6134199,24800665,2
6134199,61014023,3
6134199,117115733,5
6134199,16811793,4
6134199,117377777,5
6134199,46011995,2
6134199,115491573,5
6134199,20906612,3
6134199,14515652,3
6134199,67127082,3
6134199,92143230,4
6134199,98985665,2
6134199,25381901,2
6134199,9739503,2
6134199,40222276,5
6134199,13023835,5
6134199,115863275,5
6134199,121258446,3
6134199,25228026,3
6134199,2167575,4
6134199,22955777,5
6134199,60435897,5
6134199,129356901,4
6134199,70684019,5
6134199,34280126,3
9472828,49158954,5
9472828,235076,3
9472828,2292935,5
9472828,59090379,4
9472828,10182907,5
9472828,20860961,2
9472828,52088206,5
9472828,31971323,4
9472828,1544506,3
9472828,16524314,2
9472828,20418303,5
9472828,9561382,4
9472828,1544506,3
9472828,63166697,5
9472828,52459031,5
9472828,11135885,5
9472828,12175922,5
9472828,24900971,5
9472828,67406465,4
9472828,61321305,3
9472828,15446209,3
9472828,9245168,3
9472828,18726296,5
9472828,27347497,3
9472828,75983111,5
9472828,70545006,3
9472828,82348225,5
9472828,51838385,2
9472828,84170725,3
9472828,31833114,5
9472828,8092928,5
9472828,87271105,4
9472828,7273368,3
9472828,47180541,5
9472828,26809047,5
9472828,55050422,5
9472828,99246693,4
9472828,99246693,5
9472828,2126831,3
9472828,735365,5
9472828,18803667,5
9472828,24920040,4
9472828,22292843,5
9472828,1570306,3
9472828,35108343,3
4717440,23441552,4
4717440,11918654,4
4717440,27415613,4
4717440,28692394,4
4717440,571920,4
4717440,9430038,3
4717440,8551282,4
4717440,673386,4
4717440,12859669,4
4717440,2563814,5
4717440,2039030,3
4717440,6842298,3
4717440,21039783,4
4717440,9018,2
4717440,37011518,4
4717440,39553356,4
4717440,30026353,4
4717440,230070,3
4717440,27816201,5
4717440,46323246,4
4717440,2260509,4
4717440,33461781,5
4717440,1471378,4
4717440,19409543,4
4717440,3293457,4
4717440,41463832,3
4717440,626288,5
4717440,7011102,4
4717440,571920,4
4717440,46420818,4
4717440,3761749,3
4717440,84796297,3
4717440,5245322,3
4717440,10933399,4
4717440,3497333,4
4717440,32560790,2
4717440,22985523,4
4717440,27973026,5
4717440,15992841,3
4717440,61964807,4
4717440,35334590,4
4717440,9235544,4
4717440,96645238,5
4717440,49117599,3
4717440,71955816,5
4717440,84426535,3
4717440,17787509,3
4717440,63111,4
4717440,96645238,5
4717440,8373918,5
4717440,3068339,4
4717440,49195665,5
4717440,124583079,5
4717440,45691919,4
4717440,7276814,3
4717440,4041044,3
4717440,96645238,5
4717440,32597647,3
4717440,70198659,5
8210379,43527343,3
8210379,33730864,3
8210379,47659108,5
8210379,39274139,3
8210379,14760002,3
8210379,20915699,5
8210379,18974398,3
8210379,10997530,5
8210379,57679441,5
8210379,60622007,5
8210379,214011,5
8210379,56381538,5
8210379,15717349,3
8210379,39991302,5
8210379,68552391,5
8210379,55271385,3
8210379,38504431,3
8210379,70342586,3
8210379,4798944,5
8210379,24575020,5
8210379,34174551,4
8210379,83349575,5
8210379,68203513,5
8210379,65758486,5
8210379,21493055,5
8210379,69286491,5
8210379,83737935,5
8210379,70506775,5
8210379,95234689,3
8210379,28439638,5
8210379,14432239,5
8210379,28382664,2
8210379,13945239,3
8210379,11187417,4
8210379,7958158,3
8210379,100158751,5
8210379,99273197,5
8210379,53247782,3
8210379,21268177,5
8210379,13546088,5
8210379,5759546,5
8210379,18352638,5
8210379,34114631,5
8210379,62763481,3
8210379,112017854,5
8210379,100287470,5
8210379,16956175,5
8210379,106046609,5
8210379,8470592,3
8210379,32840754,3
8210379,6028630,5
8210379,99154189,3
8210379,5539146,5
8210379,6849075,5
8210379,24574769,5
8210379,16648258,4
8210379,20418384,5
8210379,98657738,4
8210379,135308744,5
8210379,3261154,3
8210379,27124806,3
8210379,5877414,5
8210379,16798697,5
8210379,21846730,2
8210379,49705798,5
8210379,138369495,5
8210379,32066915,5
8210379,29849113,2
8210379,16552296,5
8210379,25040345,3
8210379,1057399,2
8210379,4981035,5
8210379,3570596,3
13247203,3284437,5
13247203,69676363,3
13247203,76343582,5
13247203,83367004,5
13247203,81992723,5
13247203,7636601,3
13247203,34510281,5
13247203,45399765,5
13247203,78180563,3
13247203,29143035,5
13247203,84604567,5
13247203,22398681,5
13247203,27207060,2
13247203,27944658,3
13247203,23773494,5
13247203,15472047,4
13247203,81272929,5
13247203,94074960,2
13247203,20791748,5
13247203,76603614,3
13247203,60091895,4
13247203,20792767,5
13247203,76763935,5
13247203,5022769,5
13247203,104047323,5
13247203,86230798,5
13247203,39177007,3
13247203,39177007,4
13247203,124448755,2
13247203,78833521,5
13247203,118855101,5
13247203,134093986,5
13247203,135202009,5
13247203,84174777,5
13247203,59369106,5
13247203,58725255,3
13247203,54690658,3
13247203,9455478,3
13247203,116289276,5
13247203,65071649,5
8024,42661,5
8024,50310,3
8024,66682,5
8024,34986,5
8024,116631,2
8024,158230,5
8024,164917,5
8024,164016,5
8024,249615,1
8024,240897,5
8024,248013,5
8024,102951,5
8024,210616,5
8024,295664,3
8024,307240,5
8024,335150,5
8024,410973,5
8024,385209,5
8024,552098,3
8024,509795,5
8024,536866,3
8024,596908,5
8024,731585,5
8024,191466,5
8024,200616,5
8024,773897,5
8024,822397,5
8024,206721,3
8024,892636,5
8024,861447,3
8024,1102783,5
8024,800429,5
8024,58537,5
8024,269649,5
8024,1119971,5
8024,1102783,5
8024,89193,3
8024,2297201,3
8024,275486,5
8024,2359781,5
8024,2305077,5
8024,1568913,3
8024,4895728,3
8024,6221475,5
8024,239876,5
8024,7296214,5
8024,8672091,5
8024,7939807,5
8024,8853887,2
8024,941907,5
8024,5928048,5
8024,7684196,2
8024,3104371,5
8024,9647092,5
8024,8105061,2
8024,13814953,3
8024,10902937,5
8024,16189026,3
8024,7498575,3
8024,18735734,5
8024,5282793,5
8024,13729427,5
8024,14086350,5
8024,21230463,3
8024,426261,5
8024,12604381,5
8024,21791849,5
8024,9665398,5
8024,11495922,5
8024,12299536,2
8024,22457727,5
8024,8370545,3
8024,2209737,5
8024,8661511,5
8024,8267279,5
8024,37628880,5
8024,2347002,5
8024,3683885,5
8024,4598453,3
8024,70027287,3
8024,82794320,2
8024,91274268,3
8024,7187016,5
8024,70684861,5
8024,34748511,5
8024,61361389,5
8024,17739112,5
8024,24410364,3
8024,76876933,5
8024,33789630,5
8024,8848776,5
8024,144876993,3
8024,7835470,5
8024,130435761,5
8024,26318919,5
8024,145740167,1
8024,151469980,5
11671236,59247755,5
11671236,64680721,5
11671236,61855121,5
11671236,4984410,5
11671236,62884904,5
11671236,71142185,5
11671236,23808116,3
11671236,51232500,5
11671236,73669990,5
11671236,76384973,5
11671236,52937757,5
11671236,71953458,3
11671236,29271462,5
11671236,61825384,5
11671236,61825384,5
11671236,61825384,5
11671236,63816737,5
11671236,71123244,5
11671236,31455071,3
11671236,74394181,5
11671236,71223274,5
11671236,55250180,5
11671236,17221967,5
11671236,71208898,5
11671236,76392734,2
11671236,20948511,5
11671236,12415304,5
11671236,79691951,3
11671236,76572095,5
11671236,89987051,5
11671236,18207222,5
11671236,40617345,5
11671236,69718507,5
11671236,35955496,5
11671236,79151622,2
11671236,1359226,3
11671236,18798857,5
11671236,58513987,5
11671236,79370381,2
11671236,49580631,2
11671236,55771789,4
11671236,89267726,5
11671236,51498935,5
11671236,71940874,5
11671236,8986594,5
11671236,71324552,5
11671236,87156070,5
11671236,121921952,5
11671236,30709332,3
11671236,17540369,2
11671236,972947,5
11671236,122552834,3
11671236,39964545,5
11671236,102108812,5
11671236,32860107,5
11671236,5227492,5
11671236,4606995,3
11671236,10214110,4
11671236,56432724,5
11671236,21530494,4
11671236,73402103,5
11671236,143731988,5
11671236,144882837,3
11671236,144882837,5
11671236,89750577,5
11671236,51510388,5
11671236,132070486,3
11671236,111743698,5
11671236,149819621,2
4518242,3512500,5
4518242,23361458,5
4518242,47856698,3
2879843,20414373,3
2879843,2844521,5
2879843,21641925,5
2879843,17763535,5
2879843,144384595,5
2879843,62323313,3
2879843,148505316,3
2879843,147992645,5
2879843,42146988,4
2879843,148695808,5
9975089,14976964,3
9975089,42216154,1
9975089,43328704,5
9975089,3984455,4
9975089,44535728,5
17787042,102709310,2
17787042,24498022,4
17787042,124699841,5
17787042,94111887,2
17787042,61906498,4
17787042,126844349,3
17787042,24026946,5
17787042,43569693,4
17787042,88332212,5
17787042,42474491,5
17787042,129900844,5
17787042,104264022,5
17787042,6559200,5
17787042,28472716,1
17787042,64248751,5
17787042,71564004,4
17787042,5477956,3
17787042,173078,5
17787042,80046872,3
17787042,70587597,4
17787042,136120952,3
17787042,67108452,3
17787042,135271840,3
17787042,144852711,5
17787042,139328011,4
17787042,29930688,3
17787042,140487116,5
17787042,121252232,5
16175482,66378862,5
16175482,110489591,5
16175482,43698682,3
16175482,99571542,5
16175482,114253241,3
16175482,8065409,5
16175482,60287093,3
16175482,88573227,5
16175482,128439836,5
16175482,8715140,3
16175482,136903905,3
16175482,136230092,4
16175482,144800750,5
16175482,67656006,3
16175482,40535308,3
16175482,147529540,5
16175482,100603803,5
17665735,93660378,4
17665735,94533548,3
12648471,10106547,4
12648471,79744854,1
12648471,91859228,4
12648471,26387705,5
12648471,263180,5
12648471,8054381,4
12648471,75269727,2
12648471,62654116,5
17299,1148000,3
17299,1858033,4
17299,1859953,4
17299,6144401,4
17299,5907300,5
17299,7059400,4
17299,6351204,5
17299,7529239,5
17299,8508730,2
17299,7499363,5
17299,1757407,5
17299,9244715,4
17299,5843991,5
17299,3010406,2
17299,8578045,2
17299,15680731,4
17299,2272423,5
17299,6830391,2
17299,18205375,2
17299,28444800,4
17299,27696289,5
17299,18641181,5
17299,31494404,5
17299,37622098,2
17299,29266879,2
17299,26516716,2
17299,6774559,5
17299,6635605,1
17299,31923993,4
17299,34297133,5
17299,32496245,4
17299,34638234,4
17299,17361885,1
17299,55903759,3
10316923,60740586,2
10316923,16335558,3
20671003,625448,1
20671003,97421497,4
20671003,149597027,4
20671003,151099653,3
13480134,55511227,5
13480134,5562476,1
13480134,83647571,3
13480134,49037316,4
13480134,82811678,2
13480134,85970288,3
13480134,4757764,5
13480134,93408,5
13480134,90161128,5
13480134,84804277,3
13480134,89754448,5
294457,1646127,5
294457,1763347,4
294457,1589407,5
294457,2476118,4
294457,1745101,5
294457,1597591,5
294457,2437722,5
294457,2781686,5
294457,4142093,3
294457,1491436,4
294457,6066244,3
294457,4687092,2
294457,6338891,4
294457,7383730,5
294457,4314769,5
294457,8785121,5
294457,84553947,5
19550791,28258755,2
6644449,45462611,4
17000016,28438299,5
17000016,7176586,2
17000016,23339746,4
17000016,13670345,3
17000016,48725262,4
17000016,4930356,4
17000016,22127141,4
17000016,3534579,4
17000016,26761947,4
17000016,13160585,4
17000016,40754471,5
17000016,30135489,5
17000016,15387722,4
17000016,132968858,5
17000016,69845613,4
17000016,7331161,5
17000016,1606211,5
17000016,7833616,3
17000016,24344907,5
17000016,4067293,4
17000016,1101413,5
17000016,22694041,4
17000016,10758153,5
17000016,17175850,5
17000016,120378653,3
17000016,100372544,4
17000016,8527309,4
17000016,37377421,2
17000016,69108746,5
17000016,149436677,3
17000016,77746621,5
17000016,5758090,4
7717785,105200448,5
7717785,10901590,4
7717785,119839770,4
7717785,129949685,5
7717785,101731120,5
7717785,46275674,4
7717785,2797516,5
7717785,140329395,3
7717785,104039551,5
12037967,55932778,5
